id	entry	check	category	status	value
PORT-sor4-020-float-abi	sor4	020-float-abi	abi	recorded	AAPCS64
PORT-sor4-021-interpreter	sor4	021-interpreter	abi	recorded	host AArch64 runtime
PORT-sor4-022-glibc-ceiling	sor4	022-glibc-ceiling	abi	recorded	all public ELFs <= GLIBC_2.30 via port/wwise-native/build-glibc230.sh
PORT-sor4-023-loader-family	sor4	023-loader-family	loader	recorded	CoreCLR/MonoGame application, not Android so-loader
PORT-sor4-024-init-array	sor4	024-init-array	loader	recorded	native Linux runtime startup
PORT-sor4-025-jni-onload	sor4	025-jni-onload	loader	recorded	not-applicable: no Android JNI
PORT-sor4-026-native-lifecycle	sor4	026-native-lifecycle	loader	recorded	managed game flow retained
PORT-sor4-027-video-ownership	sor4	027-video-ownership	video	recorded	SDL/MonoGame firmware path
PORT-sor4-028-backend-detection	sor4	028-backend-detection	video	recorded	GLES and compressed-texture capabilities probed
PORT-sor4-029-gles-probe	sor4	029-gles-probe	video	recorded	ASTC/ETC/RAM profiles
PORT-sor4-030-drawable-size	sor4	030-drawable-size	video	recorded	firmware drawable
PORT-sor4-031-video-fix-scope	sor4	031-video-fix-scope	video	recorded	texture profile selected from capability and memory
PORT-sor4-032-native-audio-first	sor4	032-native-audio-first	audio	recorded	OpenAL/ALSA through managed runtime
PORT-sor4-033-audio-fallback-condition	sor4	033-audio-fallback-condition	audio	recorded	real output selection after probe
PORT-sor4-034-realtime-safety	sor4	034-realtime-safety	audio	recorded	extended gameplay audio validated
PORT-sor4-035-portmaster-mapping	sor4	035-portmaster-mapping	input	recorded	SDL/PortMaster mapping
PORT-sor4-036-input-hotplug	sor4	036-input-hotplug	input	recorded	runtime controller path
PORT-sor4-037-cursor-context	sor4	037-cursor-context	input	recorded	not-applicable: native controls
PORT-sor4-038-single-instance	sor4	038-single-instance	lifecycle	recorded	owned child PID supervisor
PORT-sor4-039-save-pause-exit	sor4	039-save-pause-exit	lifecycle	recorded	managed exit and frontend return
PORT-sor4-040-physical-stacks	sor4	040-physical-stacks	evidence	recorded	[{"level":"physical-full","release":"v2.0.2","result":"extended gameplay, ASTC art, audio, effects and controls","stack":"R36S/ArkOS, about 639 MiB plus zram"}]
PORT-sor4-041-limitations	sor4	041-limitations	evidence	recorded	["Not physically proven on every claimed AArch64 target","Its managed runtime architecture must not be confused with nxloader"]
PORT-sor4-042-generalization	sor4	042-generalization	generalization	recorded	{"allowed":["release glibc gate","compressed texture capability profile","owned-PID supervisor"],"forbidden":["use historical sor4wwise build recipe","reuse old ZIP after source change","claim multi-device physical support from design"]}
PORT-stardewvalley-001-canonical-id	stardewvalley	001-canonical-id	identity	recorded	stardewvalley
PORT-stardewvalley-002-title	stardewvalley	002-title	identity	recorded	Stardew Valley
PORT-stardewvalley-003-support-scope	stardewvalley	003-support-scope	classification	recorded	multi-device-version-split
PORT-stardewvalley-004-publication	stardewvalley	004-publication	classification	recorded	current-public
PORT-stardewvalley-005-positive-reference	stardewvalley	005-positive-reference	classification	recorded	true
PORT-stardewvalley-006-local-path	stardewvalley	006-local-path	source	recorded	ports/stardewvalley
PORT-stardewvalley-007-remote-url	stardewvalley	007-remote-url	source	recorded	https://github.com/NextOs-Ports/stardewvalley-nextos
PORT-stardewvalley-008-source-snapshot	stardewvalley	008-source-snapshot	source	recorded	b2357913204f7199e83efd92113ce6fb118091cf
PORT-stardewvalley-009-release-tag	stardewvalley	009-release-tag	release	recorded	v1.1.8
PORT-stardewvalley-010-release-commit	stardewvalley	010-release-commit	release	recorded	b2357913204f7199e83efd92113ce6fb118091cf
PORT-stardewvalley-011-release-asset	stardewvalley	011-release-asset	release	recorded	Stardew.Valley.NextOS.zip
PORT-stardewvalley-012-release-sha256	stardewvalley	012-release-sha256	release	recorded	a501093701d0d544ed90dbfb4b023413b98fca1c1852c270f442325c4fa9978d
PORT-stardewvalley-013-data-policy	stardewvalley	013-data-policy	data	recorded	BYO only
PORT-stardewvalley-014-package-identity	stardewvalley	014-package-identity	data	recorded	com.chucklefish.stardewvalley 1.6.15.3 arm64
PORT-stardewvalley-015-version-rule	stardewvalley	015-version-rule	data	recorded	package/ABI/assembly-store structure
PORT-stardewvalley-016-transactional-install	stardewvalley	016-transactional-install	data	recorded	NXExtract transaction and migration marker
PORT-stardewvalley-017-guest-abi	stardewvalley	017-guest-abi	abi	recorded	Android AArch64 Mono-Android/.NET 8
PORT-stardewvalley-018-host-abi	stardewvalley	018-host-abi	abi	recorded	Linux AArch64
PORT-stardewvalley-019-elf-class	stardewvalley	019-elf-class	abi	recorded	ELF64
PORT-stardewvalley-020-float-abi	stardewvalley	020-float-abi	abi	recorded	AAPCS64
PORT-stardewvalley-021-interpreter	stardewvalley	021-interpreter	abi	recorded	host AArch64 dynamic loader
PORT-stardewvalley-022-glibc-ceiling	stardewvalley	022-glibc-ceiling	abi	recorded	public compatibility loader <= GLIBC_2.30
PORT-stardewvalley-023-loader-family	stardewvalley	023-loader-family	loader	recorded	AArch64 Mono-Android/.NET runtime loader
PORT-stardewvalley-024-init-array	stardewvalley	024-init-array	loader	recorded	runtime constructors preserved
PORT-stardewvalley-025-jni-onload	stardewvalley	025-jni-onload	loader	recorded	managed/native registration preserved
PORT-stardewvalley-026-native-lifecycle	stardewvalley	026-native-lifecycle	loader	recorded	full MonoGame game flow
PORT-stardewvalley-027-video-ownership	stardewvalley	027-video-ownership	video	recorded	firmware SDL/EGL; MonoGame path
PORT-stardewvalley-028-backend-detection	stardewvalley	028-backend-detection	video	recorded	capability-first and no backend forcing
PORT-stardewvalley-029-gles-probe	stardewvalley	029-gles-probe	video	recorded	Panfrost/firmware path measured
PORT-stardewvalley-030-drawable-size	stardewvalley	030-drawable-size	video	recorded	real viewport and managed zoom
PORT-stardewvalley-031-video-fix-scope	stardewvalley	031-video-fix-scope	video	recorded	zoom and renderer fixes remain Stardew-specific
PORT-stardewvalley-032-native-audio-first	stardewvalley	032-native-audio-first	audio	recorded	managed game audio through inherited firmware output
PORT-stardewvalley-033-audio-fallback-condition	stardewvalley	033-audio-fallback-condition	audio	recorded	no forced SDL audio backend
PORT-stardewvalley-034-realtime-safety	stardewvalley	034-realtime-safety	audio	recorded	physical sessions include audio
PORT-stardewvalley-035-portmaster-mapping	stardewvalley	035-portmaster-mapping	input	recorded	PortMaster handoff and managed Android/MonoGame input
PORT-stardewvalley-036-input-hotplug	stardewvalley	036-input-hotplug	input	recorded	firmware SDL path
PORT-stardewvalley-037-cursor-context	stardewvalley	037-cursor-context	input	recorded	right-stick cursor is Stardew-specific and not universal
PORT-stardewvalley-038-single-instance	stardewvalley	038-single-instance	lifecycle	recorded	launcher supervises exact child; global old-instance killer removed
PORT-stardewvalley-039-save-pause-exit	stardewvalley	039-save-pause-exit	lifecycle	recorded	save and exit validated on full-test releases
PORT-stardewvalley-040-physical-stacks	stardewvalley	040-physical-stacks	evidence	recorded	[{"level":"physical-full","release":"v1.1.3","result":"game, audio, control, save and exit","stack":"NextOS Mali-450/fbdev"},{"level":"physical-full","release":"v1.1.3","result":"full lifecycle","stack":"R36S/ArkOS Mali-G31/KMSDRM"},{"level":"community-confirmed","release":"v1.1.1","result":"reported working","stack":"RG40XX-H/muOS"},{"level":"release-fix","release":"v1.1.2+","result":"classification fix shipped; retest pending","stack":"ROCKNIX/Panfrost"},{"level":"release-fix","release":"v1.1.8","result":"installer regression fixed","stack":"release pipeline"}]
PORT-stardewvalley-041-limitations	stardewvalley	041-limitations	evidence	recorded	["Latest v1.1.8 is not automatically the physically tested version on every stack","muOS physical confirmation belongs to v1.1.1"]
PORT-stardewvalley-042-generalization	stardewvalley	042-generalization	generalization	recorded	{"allowed":["thin wrapper","early durable logging","NXExtract/runtime isolation"],"forbidden":["global process killer","Stardew cursor or zoom as framework default","claim latest all-device validation"]}
PORT-summertimesaga-001-canonical-id	summertimesaga	001-canonical-id	identity	recorded	summertimesaga
PORT-summertimesaga-002-title	summertimesaga	002-title	identity	recorded	Summertime Saga Preview
PORT-summertimesaga-003-support-scope	summertimesaga	003-support-scope	classification	recorded	single-full-plus-subsystem
PORT-summertimesaga-004-publication	summertimesaga	004-publication	classification	recorded	current-public
PORT-summertimesaga-005-positive-reference	summertimesaga	005-positive-reference	classification	recorded	true
PORT-summertimesaga-006-local-path	summertimesaga	006-local-path	source	recorded	ports/summertimesaga
PORT-summertimesaga-007-remote-url	summertimesaga	007-remote-url	source	recorded	https://github.com/NextOs-Ports/summertimesaga-nextos
PORT-summertimesaga-008-source-snapshot	summertimesaga	008-source-snapshot	source	recorded	8ad583b5a3328718006a180b1bb10b6992df376a
PORT-summertimesaga-009-release-tag	summertimesaga	009-release-tag	release	recorded	v1.1.1
PORT-summertimesaga-010-release-commit	summertimesaga	010-release-commit	release	recorded	8ad583b5a3328718006a180b1bb10b6992df376a
PORT-summertimesaga-011-release-asset	summertimesaga	011-release-asset	release	recorded	summertimesaga.zip
PORT-summertimesaga-012-release-sha256	summertimesaga	012-release-sha256	release	recorded	88210cd2ad1f271f592ed5bbf9a8c2efbebc2c48c266bf140e62dc05fcdf5f32
PORT-summertimesaga-013-data-policy	summertimesaga	013-data-policy	data	recorded	BYO only
PORT-summertimesaga-014-package-identity	summertimesaga	014-package-identity	data	recorded	com.kompasproductions.summertimesaga Preview 21+, Ren'Py 8.5.3+
PORT-summertimesaga-015-version-rule	summertimesaga	015-version-rule	data	recorded	package identity, generation, numeric version and AArch64 librenpython
PORT-summertimesaga-016-transactional-install	summertimesaga	016-transactional-install	data	recorded	NXExtract transactional install/update with old live data retained until commit
PORT-summertimesaga-017-guest-abi	summertimesaga	017-guest-abi	abi	recorded	Android AArch64
PORT-summertimesaga-018-host-abi	summertimesaga	018-host-abi	abi	recorded	Linux AArch64 with separate NextOS and compatibility loaders
PORT-summertimesaga-019-elf-class	summertimesaga	019-elf-class	abi	recorded	ELF64
PORT-summertimesaga-020-float-abi	summertimesaga	020-float-abi	abi	recorded	AAPCS64
PORT-summertimesaga-021-interpreter	summertimesaga	021-interpreter	abi	recorded	host AArch64 dynamic loader
PORT-summertimesaga-022-glibc-ceiling	summertimesaga	022-glibc-ceiling	abi	recorded	compatibility loader <= GLIBC_2.30; NextOS loader separate
PORT-summertimesaga-023-loader-family	summertimesaga	023-loader-family	loader	recorded	Ren'Py 8.5/librenpython AArch64 loader
PORT-summertimesaga-024-init-array	summertimesaga	024-init-array	loader	recorded	native constructors preserved
PORT-summertimesaga-025-jni-onload	summertimesaga	025-jni-onload	loader	recorded	Ren'Py registration path preserved
PORT-summertimesaga-026-native-lifecycle	summertimesaga	026-native-lifecycle	loader	recorded	Android/Ren'Py startup and callbacks retained
PORT-summertimesaga-027-video-ownership	summertimesaga	027-video-ownership	video	recorded	firmware SDL/EGL
PORT-summertimesaga-028-backend-detection	summertimesaga	028-backend-detection	video	recorded	OS and actual GLES/memory profile
PORT-summertimesaga-029-gles-probe	summertimesaga	029-gles-probe	video	recorded	GLES2/GLES3 and ETC profile
PORT-summertimesaga-030-drawable-size	summertimesaga	030-drawable-size	video	recorded	real 640x480 or target drawable
PORT-summertimesaga-031-video-fix-scope	summertimesaga	031-video-fix-scope	video	recorded	Mali OSD2 cursor and ETC1 dual layer only on proven route
PORT-summertimesaga-032-native-audio-first	summertimesaga	032-native-audio-first	audio	recorded	Ren'Py game audio through inherited output
PORT-summertimesaga-033-audio-fallback-condition	summertimesaga	033-audio-fallback-condition	audio	recorded	ArkOS ALSA route after measured environment
PORT-summertimesaga-034-realtime-safety	summertimesaga	034-realtime-safety	audio	recorded	full Ark session with audio
PORT-summertimesaga-035-portmaster-mapping	summertimesaga	035-portmaster-mapping	input	recorded	PortMaster function keys and native shortcuts
PORT-summertimesaga-036-input-hotplug	summertimesaga	036-input-hotplug	input	recorded	firmware controller path
PORT-summertimesaga-037-cursor-context	summertimesaga	037-cursor-context	input	recorded	hardware arrow only on validated NextOS OSD2; GL arrow elsewhere; right stick/R3 menu context
PORT-summertimesaga-038-single-instance	summertimesaga	038-single-instance	lifecycle	recorded	foreground launcher
PORT-summertimesaga-039-save-pause-exit	summertimesaga	039-save-pause-exit	lifecycle	recorded	save slot and clean Select+Start exit validated on ArkOS
PORT-summertimesaga-040-physical-stacks	summertimesaga	040-physical-stacks	evidence	recorded	[{"level":"physical-full","release":"v1.1.1","result":"install, title, prologue, free-roam, shortcuts, save, ALSA audio and exit","stack":"R36S/ArkOS Mali-G31/KMSDRM"},{"level":"physical-subsystem","release":"loader route","result":"OSD2 hardware cursor and ETC1 dual-layer texture path","stack":"NextOS Mali-450/fbdev"}]
PORT-summertimesaga-041-limitations	summertimesaga	041-limitations	evidence	recorded	["Other PortMaster-class AArch64 firmware are designed targets, not physical claims","NextOS evidence does not by itself establish the same full session as ArkOS"]
PORT-summertimesaga-042-generalization	summertimesaga	042-generalization	generalization	recorded	{"allowed":["separate current-sysroot and low-glibc loaders","transactional update","cursor route selected by capability"],"forbidden":["force hardware cursor on unknown compositor","claim all AArch64 CFWs validated"]}
PORT-tasm2_127-001-canonical-id	tasm2_127	001-canonical-id	identity	recorded	tasm2_127
PORT-tasm2_127-002-title	tasm2_127	002-title	identity	recorded	The Amazing Spider-Man 2 Android 1.2.7d
PORT-tasm2_127-003-support-scope	tasm2_127	003-support-scope	classification	recorded	multi-device-version-split
PORT-tasm2_127-004-publication	tasm2_127	004-publication	classification	recorded	current-public
PORT-tasm2_127-005-positive-reference	tasm2_127	005-positive-reference	classification	recorded	true
PORT-tasm2_127-006-local-path	tasm2_127	006-local-path	source	recorded	ports/asm2_127
PORT-tasm2_127-007-remote-url	tasm2_127	007-remote-url	source	recorded	https://github.com/NextOs-Ports/tasm2-nextos
PORT-tasm2_127-008-source-snapshot	tasm2_127	008-source-snapshot	source	recorded	local 553da3198b20b13da69e87544db29df80cd11ec8; public f8ef291ff8e2f60160a156434475c738a9d43f18
PORT-tasm2_127-009-release-tag	tasm2_127	009-release-tag	release	recorded	v1.1.9
PORT-tasm2_127-010-release-commit	tasm2_127	010-release-commit	release	recorded	f8ef291ff8e2f60160a156434475c738a9d43f18
PORT-tasm2_127-011-release-asset	tasm2_127	011-release-asset	release	recorded	asm2.zip
PORT-tasm2_127-012-release-sha256	tasm2_127	012-release-sha256	release	recorded	d1a2a200b2e4680265d947fb4766f953a640b90f32251759c4ce0dc47b2d15d2
PORT-tasm2_127-013-data-policy	tasm2_127	013-data-policy	data	recorded	BYO only
PORT-tasm2_127-014-package-identity	tasm2_127	014-package-identity	data	recorded	Gameloft TASM2 1.2.7d versionCode 12723 plus matching expansions
PORT-tasm2_127-015-version-rule	tasm2_127	015-version-rule	data	recorded	exact guest hashes/layout with clean-room boundary
PORT-tasm2_127-016-transactional-install	tasm2_127	016-transactional-install	data	recorded	damaged source ZIP recovery validates physical records/CRC and publishes normalized runtime copy
PORT-tasm2_127-017-guest-abi	tasm2_127	017-guest-abi	abi	recorded	Android ARMv7 plus optional Android i386
PORT-tasm2_127-018-host-abi	tasm2_127	018-host-abi	abi	recorded	Linux ARMHF direct or AArch64 Box32 route
PORT-tasm2_127-019-elf-class	tasm2_127	019-elf-class	abi	recorded	ELF32 ARM and ELF32 i386
PORT-tasm2_127-020-float-abi	tasm2_127	020-float-abi	abi	recorded	ARM guest ABI audited; Box32 SysV i386 call alignment
PORT-tasm2_127-021-interpreter	tasm2_127	021-interpreter	abi	recorded	selected 32-bit runtime or Box32
PORT-tasm2_127-022-glibc-ceiling	tasm2_127	022-glibc-ceiling	abi	recorded	public Linux artifacts <= GLIBC_2.30
PORT-tasm2_127-023-loader-family	tasm2_127	023-loader-family	loader	recorded	Gameloft ARMHF so-loader plus separate i386/Box32 loader
PORT-tasm2_127-024-init-array	tasm2_127	024-init-array	loader	recorded	native order retained
PORT-tasm2_127-025-jni-onload	tasm2_127	025-jni-onload	loader	recorded	registration retained
PORT-tasm2_127-026-native-lifecycle	tasm2_127	026-native-lifecycle	loader	recorded	Activity/game flow required; no direct gameplay entry
PORT-tasm2_127-027-video-ownership	tasm2_127	027-video-ownership	video	recorded	firmware SDL/EGL or Box32 GL bridge
PORT-tasm2_127-028-backend-detection	tasm2_127	028-backend-detection	video	recorded	ARMHF/i386 and backend chosen by capability
PORT-tasm2_127-029-gles-probe	tasm2_127	029-gles-probe	video	recorded	GLES/fbdev/KMSDRM/Panfrost measured
PORT-tasm2_127-030-drawable-size	tasm2_127	030-drawable-size	video	recorded	real display
PORT-tasm2_127-031-video-fix-scope	tasm2_127	031-video-fix-scope	video	recorded	backbuffer alpha opt-in and exact-version hooks only
PORT-tasm2_127-032-native-audio-first	tasm2_127	032-native-audio-first	audio	recorded	OpenSL game mixer retained
PORT-tasm2_127-033-audio-fallback-condition	tasm2_127	033-audio-fallback-condition	audio	recorded	Pulse inherited first, ALSA only after failure; Box32 route separate
PORT-tasm2_127-034-realtime-safety	tasm2_127	034-realtime-safety	audio	recorded	callback mutex handoff and external join scoped to exact destructor
PORT-tasm2_127-035-portmaster-mapping	tasm2_127	035-portmaster-mapping	input	recorded	PortMaster controller path to Android HID events
PORT-tasm2_127-036-input-hotplug	tasm2_127	036-input-hotplug	input	recorded	firmware controller path
PORT-tasm2_127-037-cursor-context	tasm2_127	037-cursor-context	input	recorded	native game input; no generic cursor
PORT-tasm2_127-038-single-instance	tasm2_127	038-single-instance	lifecycle	recorded	foreground launcher and runtime isolation
PORT-tasm2_127-039-save-pause-exit	tasm2_127	039-save-pause-exit	lifecycle	recorded	gameplay/save/reload/exit validated on v1.1.7/v1.1.8 line
PORT-tasm2_127-040-physical-stacks	tasm2_127	040-physical-stacks	evidence	recorded	[{"level":"physical-full","release":"v1.1.7/v1.1.8 loader line","result":"gameplay, save and reload","stack":"NextOS Mali-450"},{"level":"physical-full","release":"v1.1.7/v1.1.8 loader line","result":"gameplay, audio, save and exit","stack":"R36S/ArkOS"},{"level":"physical-full","release":"v1.1.7/v1.1.8 loader line","result":"i386 loader, controls, audio, save and exit","stack":"NextOS X5M Box32"},{"level":"physical-subsystem","release":"v1.1.7","result":"ARMHF audio correction","stack":"RG40XX-H/muOS"},{"level":"physical-full","release":"v1.1.7","result":"final candidate and ALSA audio","stack":"RG-DS/ROCKNIX Panfrost/Wayland"},{"level":"physical-subsystem","release":"v1.1.9","result":"clean install, title and campaign start; loaders byte-identical to v1.1.8","stack":"NextOS Mali-450"}]
PORT-tasm2_127-041-limitations	tasm2_127	041-limitations	evidence	recorded	["v1.1.9 is not a new full multi-device regression","ports/tasm2 is abandoned and negative-only"]
PORT-tasm2_127-042-generalization	tasm2_127	042-generalization	generalization	recorded	{"allowed":["ARMHF/i386 runtime separation","Pulse-to-ALSA failure-driven fallback","audio callback ownership"],"forbidden":["seed settings to skip legal/update/cloud dialogs","copy exact offsets","use ports/tasm2 code","skip native boot flow"]}
PORT-terraria-001-canonical-id	terraria	001-canonical-id	identity	recorded	terraria
PORT-terraria-002-title	terraria	002-title	identity	recorded	Terraria Android
PORT-terraria-003-support-scope	terraria	003-support-scope	classification	recorded	single-full-plus-hardware-fixes
PORT-terraria-004-publication	terraria	004-publication	classification	recorded	current-public
PORT-terraria-005-positive-reference	terraria	005-positive-reference	classification	recorded	true
PORT-terraria-006-local-path	terraria	006-local-path	source	recorded	ports/terraria
PORT-terraria-007-remote-url	terraria	007-remote-url	source	recorded	https://github.com/NextOs-Ports/terraria-nextos
PORT-terraria-008-source-snapshot	terraria	008-source-snapshot	source	recorded	f022caa285474da3b03b7e217196902f24857b64
PORT-terraria-009-release-tag	terraria	009-release-tag	release	recorded	v1.1.4
PORT-terraria-010-release-commit	terraria	010-release-commit	release	recorded	f022caa285474da3b03b7e217196902f24857b64
PORT-terraria-011-release-asset	terraria	011-release-asset	release	recorded	terraria.zip
PORT-terraria-012-release-sha256	terraria	012-release-sha256	release	recorded	2dcc71cbcdd28e79366b0eae68474185e946508b23337f3bd2caa34621ec5f6d
PORT-terraria-013-data-policy	terraria	013-data-policy	data	recorded	BYO only
PORT-terraria-014-package-identity	terraria	014-package-identity	data	recorded	com.and.games505.TerrariaPaid 1.4.5.6.4 AArch64
PORT-terraria-015-version-rule	terraria	015-version-rule	data	recorded	exact ABI, sizes, hashes and Unity generation
PORT-terraria-016-transactional-install	terraria	016-transactional-install	data	recorded	NXExtract transactional GLES2 data preparation
PORT-terraria-017-guest-abi	terraria	017-guest-abi	abi	recorded	Android AArch64
PORT-terraria-018-host-abi	terraria	018-host-abi	abi	recorded	Linux AArch64
PORT-terraria-019-elf-class	terraria	019-elf-class	abi	recorded	ELF64
PORT-terraria-020-float-abi	terraria	020-float-abi	abi	recorded	AAPCS64
PORT-terraria-021-interpreter	terraria	021-interpreter	abi	recorded	host AArch64 dynamic loader
PORT-terraria-022-glibc-ceiling	terraria	022-glibc-ceiling	abi	recorded	loader <= GLIBC_2.27; NXExtract UI <= GLIBC_2.17
PORT-terraria-023-loader-family	terraria	023-loader-family	loader	recorded	Unity 2021.3.56f2 IL2CPP so-loader
PORT-terraria-024-init-array	terraria	024-init-array	loader	recorded	constructors preserved
PORT-terraria-025-jni-onload	terraria	025-jni-onload	loader	recorded	Unity registration preserved
PORT-terraria-026-native-lifecycle	terraria	026-native-lifecycle	loader	recorded	creation, naming, world generation, gameplay and exit flow
PORT-terraria-027-video-ownership	terraria	027-video-ownership	video	recorded	SDL/KMSDRM or vendor EGL after actual backend init
PORT-terraria-028-backend-detection	terraria	028-backend-detection	video	recorded	capability-driven
PORT-terraria-029-gles-probe	terraria	029-gles-probe	video	recorded	GLES2 path
PORT-terraria-030-drawable-size	terraria	030-drawable-size	video	recorded	real 640x480 or target drawable
PORT-terraria-031-video-fix-scope	terraria	031-video-fix-scope	video	recorded	Knulli creation and X55 weapon-effect fixes narrow to reproduced faults
PORT-terraria-032-native-audio-first	terraria	032-native-audio-first	audio	recorded	Unity audio retained through host bridge
PORT-terraria-033-audio-fallback-condition	terraria	033-audio-fallback-condition	audio	recorded	host output selected from available real backend
PORT-terraria-034-realtime-safety	terraria	034-realtime-safety	audio	recorded	full ArkOS lifecycle includes audio
PORT-terraria-035-portmaster-mapping	terraria	035-portmaster-mapping	input	recorded	Xbox/InControl native path
PORT-terraria-036-input-hotplug	terraria	036-input-hotplug	input	recorded	SDL controller path
PORT-terraria-037-cursor-context	terraria	037-cursor-context	input	recorded	gamepad-operated polished keyboard only in naming context
PORT-terraria-038-single-instance	terraria	038-single-instance	lifecycle	recorded	foreground process
PORT-terraria-039-save-pause-exit	terraria	039-save-pause-exit	lifecycle	recorded	game quit or SELECT+START; player/world saves proven
PORT-terraria-040-physical-stacks	terraria	040-physical-stacks	evidence	recorded	[{"level":"physical-full","release":"v1.0.2","result":"boot, audio, control, keyboard, player/world save, gameplay and exit","stack":"R36S/ArkOS Mali-G31/KMSDRM"},{"level":"release-fix","release":"v1.1.4","result":"real character crash reproduced and fixed","stack":"Knulli character-creation route"},{"level":"release-fix","release":"v1.1.4","result":"weapon-effect corruption reproduced and fixed","stack":"Powkiddy X55"}]
PORT-terraria-041-limitations	terraria	041-limitations	evidence	recorded	["Release body does not document a complete post-fix lifecycle on Knulli or X55","NextOS path is designed but not promoted from similarity"]
PORT-terraria-042-generalization	terraria	042-generalization	generalization	recorded	{"allowed":["managed keyboard context","exact pthread/JNI bridge patterns","low-glibc gate"],"forbidden":["claim v1.1.4 full lifecycle on fix-only devices","copy Unity offsets"]}
PORT-tightrope-001-canonical-id	tightrope	001-canonical-id	identity	recorded	tightrope
PORT-tightrope-002-title	tightrope	002-title	identity	recorded	Tightrope Theatre
PORT-tightrope-003-support-scope	tightrope	003-support-scope	classification	recorded	multi-device-version-split
PORT-tightrope-004-publication	tightrope	004-publication	classification	recorded	current-public
PORT-tightrope-005-positive-reference	tightrope	005-positive-reference	classification	recorded	true
PORT-tightrope-006-local-path	tightrope	006-local-path	source	recorded	ports/tightrope
PORT-tightrope-007-remote-url	tightrope	007-remote-url	source	recorded	https://github.com/NextOs-Ports/tightrope-nextos
PORT-tightrope-008-source-snapshot	tightrope	008-source-snapshot	source	recorded	00ae4dbd3c1451d5c5f2ddd4662d996f19329814
PORT-tightrope-009-release-tag	tightrope	009-release-tag	release	recorded	v1.0.1
PORT-tightrope-010-release-commit	tightrope	010-release-commit	release	recorded	00ae4dbd3c1451d5c5f2ddd4662d996f19329814
PORT-tightrope-011-release-asset	tightrope	011-release-asset	release	recorded	Tightrope.Theatre.NextOS-v1.0.1.zip
PORT-tightrope-012-release-sha256	tightrope	012-release-sha256	release	recorded	441e6c58b1077c5228ef93faf7ff5c559a9ec235dffec9abf59b4fda8b32cfb3
PORT-tightrope-013-data-policy	tightrope	013-data-policy	data	recorded	BYO only
PORT-tightrope-014-package-identity	tightrope	014-package-identity	data	recorded	Tightrope Theatre 1.0.5 with arm64 split
PORT-tightrope-015-version-rule	tightrope	015-version-rule	data	recorded	matching base and config.arm64_v8a
PORT-tightrope-016-transactional-install	tightrope	016-transactional-install	data	recorded	release recovery tools prepare legal package
PORT-tightrope-017-guest-abi	tightrope	017-guest-abi	abi	recorded	Android AArch64
PORT-tightrope-018-host-abi	tightrope	018-host-abi	abi	recorded	Linux AArch64
PORT-tightrope-019-elf-class	tightrope	019-elf-class	abi	recorded	ELF64
PORT-tightrope-020-float-abi	tightrope	020-float-abi	abi	recorded	AAPCS64
PORT-tightrope-021-interpreter	tightrope	021-interpreter	abi	recorded	host AArch64 dynamic loader
PORT-tightrope-022-glibc-ceiling	tightrope	022-glibc-ceiling	abi	recorded	public package low-glibc gate
PORT-tightrope-023-loader-family	tightrope	023-loader-family	loader	recorded	Stencyl/Haxe/OpenFL/Lime two-object loader
PORT-tightrope-024-init-array	tightrope	024-init-array	loader	recorded	both original objects relocated and initialized
PORT-tightrope-025-jni-onload	tightrope	025-jni-onload	loader	recorded	SDLActivity JNI setup preserved
PORT-tightrope-026-native-lifecycle	tightrope	026-native-lifecycle	loader	recorded	SDLActivity, audio and controller setup in native order
PORT-tightrope-027-video-ownership	tightrope	027-video-ownership	video	recorded	firmware SDL/EGL/GLES2
PORT-tightrope-028-backend-detection	tightrope	028-backend-detection	video	recorded	actual firmware path
PORT-tightrope-029-gles-probe	tightrope	029-gles-probe	video	recorded	Mali GLES2 target plus Ark path evidence
PORT-tightrope-030-drawable-size	tightrope	030-drawable-size	video	recorded	real drawable
PORT-tightrope-031-video-fix-scope	tightrope	031-video-fix-scope	video	recorded	pointer/touch only where the engine ignores proven gamepad input
PORT-tightrope-032-native-audio-first	tightrope	032-native-audio-first	audio	recorded	engine SDL audio path
PORT-tightrope-033-audio-fallback-condition	tightrope	033-audio-fallback-condition	audio	recorded	inherited firmware output
PORT-tightrope-034-realtime-safety	tightrope	034-realtime-safety	audio	recorded	target sessions include audio
PORT-tightrope-035-portmaster-mapping	tightrope	035-portmaster-mapping	input	recorded	system SDL2 controller database
PORT-tightrope-036-input-hotplug	tightrope	036-input-hotplug	input	recorded	SDL controller path
PORT-tightrope-037-cursor-context	tightrope	037-cursor-context	input	recorded	right-stick finger only in touch-only menu; game controls remain mapped to original on-screen actions
PORT-tightrope-038-single-instance	tightrope	038-single-instance	lifecycle	recorded	foreground loader
PORT-tightrope-039-save-pause-exit	tightrope	039-save-pause-exit	lifecycle	recorded	frontend exit physically validated
PORT-tightrope-040-physical-stacks	tightrope	040-physical-stacks	evidence	recorded	[{"level":"physical-full","release":"v1.0.0","result":"full target session","stack":"NextOS Mali-450/fbdev"},{"level":"physical-full","release":"v1.0.0","result":"full target session","stack":"R36S/ArkOS"},{"level":"physical-full","release":"v1.0.1","result":"pointer fix installed and validated","stack":"NextOS Mali-450/fbdev"}]
PORT-tightrope-041-limitations	tightrope	041-limitations	evidence	recorded	["Exact v1.0.1 R36S regression is not explicitly documented"]
